s_no	date	depart	arrival	departTime	timeTaken	price
8129	2023-03-20	16	51	16:19	6:28	330210
8130	2023-03-20	40	7	23:02	4:48	302600
8131	2023-03-20	11	9	11:31	6:14	464360
8132	2023-03-20	10	64	19:26	6:00	341250
8133	2023-03-20	38	28	20:52	7:12	337800
8134	2023-03-20	10	20	22:04	5:02	297150
8135	2023-03-20	18	2	13:55	6:57	569850
8136	2023-03-20	56	38	11:02	5:31	416990
8137	2023-03-20	68	64	17:02	7:12	456300
8138	2023-03-20	57	67	20:09	6:00	298000
8139	2023-03-20	53	7	17:02	6:43	412720
8140	2023-03-20	44	16	23:45	6:57	472410
8141	2023-03-20	59	47	11:16	7:12	595200
8142	2023-03-20	45	20	11:16	6:28	270540
8143	2023-03-20	36	13	18:28	6:14	503360
8144	2023-03-20	5	12	19:55	6:28	353970
8145	2023-03-20	54	40	23:16	6:28	495990
8146	2023-03-20	39	62	14:09	6:43	403760
8147	2023-03-20	1	22	10:48	6:43	357000
8148	2023-03-20	49	51	17:16	6:14	518700
8149	2023-03-20	35	47	16:33	5:16	284680
8150	2023-03-20	25	56	10:04	6:14	335660
8151	2023-03-20	52	20	17:02	5:02	316260
8152	2023-03-20	18	55	17:45	6:57	308270
8153	2023-03-20	66	47	22:48	6:57	493000
8154	2023-03-20	36	37	10:04	5:31	330740
8155	2023-03-20	67	45	21:36	6:14	304720
8156	2023-03-20	61	62	22:04	5:31	341320
8157	2023-03-20	44	55	15:50	7:12	441300
8158	2023-03-20	26	17	19:26	6:14	404560
8159	2023-03-20	41	13	21:36	6:57	541720
8160	2023-03-20	23	42	15:21	6:57	373810
8161	2023-03-20	49	28	18:14	5:02	230160
8162	2023-03-20	41	29	23:02	6:14	369460
8163	2023-03-20	28	56	17:16	5:45	369360
8164	2023-03-20	55	22	19:12	5:02	349860
8165	2023-03-20	22	42	17:16	6:43	287840
8166	2023-03-20	26	38	10:33	4:48	383000
8167	2023-03-20	21	19	18:00	6:28	518130
8168	2023-03-20	8	21	21:36	4:48	283400
8169	2023-03-20	48	12	15:36	4:48	243200
8170	2023-03-20	7	59	18:14	4:48	264600
8171	2023-03-20	34	29	20:24	6:57	378160
8172	2023-03-20	11	49	19:55	5:16	399960
8173	2023-03-20	30	68	18:14	5:02	230160
8174	2023-03-20	22	10	15:07	6:28	531630
8175	2023-03-20	53	5	16:48	6:57	430940
8176	2023-03-20	27	50	12:43	6:28	515160
8177	2023-03-20	65	44	22:04	4:48	226000
8178	2023-03-20	5	61	12:00	6:43	423920
8179	2023-03-20	2	50	13:55	5:16	438240
8180	2023-03-20	27	9	15:21	5:31	269560
8181	2023-03-20	26	57	13:26	4:48	211000
8182	2023-03-20	49	60	21:36	5:31	297620
8183	2023-03-20	14	11	12:14	4:48	355200
8184	2023-03-20	48	32	18:28	6:14	503360
8185	2023-03-20	24	29	13:26	5:16	239800
8186	2023-03-20	34	43	18:14	6:43	460600
8187	2023-03-20	45	61	13:40	7:12	550800
8188	2023-03-20	25	11	23:16	5:02	223230
8189	2023-03-20	62	4	20:09	6:28	397710
8190	2023-03-20	38	11	21:21	7:12	483600
8191	2023-03-20	63	66	14:38	7:12	509700
8192	2023-03-20	38	52	20:52	6:57	557960
8193	2023-03-20	37	61	11:02	5:45	466320
8194	2023-03-20	64	16	13:40	5:02	284970
8195	2023-03-20	38	10	15:36	7:12	480900
8196	2023-03-20	33	32	13:55	6:57	569850
8197	2023-03-20	52	17	13:26	5:31	282440
8198	2023-03-20	11	55	16:04	5:02	216510
8199	2023-03-20	12	14	10:19	5:16	312620
8200	2023-03-20	48	53	21:21	6:28	348300
8201	2023-03-20	18	19	11:45	7:12	372600
8202	2023-03-20	20	35	18:43	5:45	473760
8203	2023-03-20	4	19	15:07	6:00	478750
8204	2023-03-20	45	40	11:31	6:00	321750
8205	2023-03-20	70	36	19:26	6:57	343650
8206	2023-03-20	44	18	21:07	6:28	295650
8207	2023-03-20	64	44	14:52	6:14	387660
8208	2023-03-20	27	34	20:38	6:00	305250
8209	2023-03-20	53	16	12:00	5:45	458400
8210	2023-03-20	4	60	12:14	5:31	435620
8211	2023-03-20	24	9	10:48	6:14	466700
8212	2023-03-20	68	54	21:50	6:14	424320
8213	2023-03-20	7	48	13:12	6:14	360360
8214	2023-03-20	67	48	20:38	7:12	565200
8215	2023-03-20	50	27	10:48	5:16	367180
8216	2023-03-20	46	43	14:38	6:00	408000
8217	2023-03-20	21	54	18:57	6:43	511280
8218	2023-03-20	20	52	16:33	6:00	452250
8219	2023-03-20	4	62	11:16	7:12	471000
8220	2023-03-20	29	46	13:26	4:48	377200
8221	2023-03-20	20	60	15:07	5:16	288420
8222	2023-03-20	35	33	21:21	5:45	369120
8223	2023-03-20	6	17	19:26	6:00	341250
8224	2023-03-20	20	28	10:48	6:57	439350
8225	2023-03-20	6	60	22:04	5:16	374220
8226	2023-03-20	70	10	22:04	6:14	510640
8227	2023-03-20	24	6	23:02	6:14	284440
8228	2023-03-20	22	23	12:57	6:14	438880
8229	2023-03-20	22	54	17:31	6:43	318920
8230	2023-03-20	29	35	12:28	5:45	473520
8231	2023-03-20	10	33	9:50	6:57	428330
8232	2023-03-20	27	45	16:48	6:14	480220
8233	2023-03-20	38	5	22:33	5:45	253440
8234	2023-03-20	70	18	14:24	5:02	356580
8235	2023-03-20	11	56	16:48	5:02	273420
8236	2023-03-20	10	55	23:31	6:57	308850
8237	2023-03-20	16	52	12:43	6:00	474000
8238	2023-03-20	31	2	22:19	6:43	329000
8239	2023-03-20	27	64	13:55	5:45	387360
8240	2023-03-20	19	54	15:07	6:00	478750
8241	2023-03-20	40	55	16:33	4:48	384000
8242	2023-03-20	23	48	22:04	5:16	344300
8243	2023-03-20	25	21	17:31	6:43	318920
8244	2023-03-21	32	19	16:33	7:12	306900
8245	2023-03-21	37	39	11:16	7:12	471000
8246	2023-03-21	13	12	20:09	4:48	258600
8247	2023-03-21	54	45	15:07	5:45	353520
8248	2023-03-21	1	6	16:48	5:16	340780
8249	2023-03-21	39	33	21:36	7:12	346200
8250	2023-03-21	14	61	12:28	6:57	396140
8251	2023-03-21	26	69	21:50	4:48	258000
8252	2023-03-21	16	18	11:45	6:43	295400
8253	2023-03-21	15	59	21:07	6:28	454140
8254	2023-03-21	19	25	14:09	6:28	473850
8255	2023-03-21	34	7	10:48	5:45	309840
8256	2023-03-21	25	55	21:36	6:57	419630
8257	2023-03-21	64	58	12:43	6:28	433890
8258	2023-03-21	67	38	11:02	6:00	254250
8259	2023-03-21	25	63	22:48	6:43	469280
8260	2023-03-21	12	27	17:31	7:12	485400
8261	2023-03-21	2	44	10:19	5:31	261740
8262	2023-03-21	51	40	11:45	6:28	390150
8263	2023-03-21	34	61	14:38	7:12	516000
8264	2023-03-21	54	6	13:40	4:48	396800
8265	2023-03-21	26	23	18:57	7:12	367500
8266	2023-03-21	66	31	17:02	6:43	412720
8267	2023-03-21	32	20	21:50	7:12	559200
8268	2023-03-21	31	10	13:40	6:43	534800
8269	2023-03-21	61	46	17:16	6:43	448560
8270	2023-03-21	41	16	23:16	6:28	288360
8271	2023-03-21	54	58	15:36	5:16	300520
8272	2023-03-21	20	48	14:24	6:00	400500
8273	2023-03-21	29	49	16:19	6:43	323680
8274	2023-03-21	24	40	19:26	4:48	239800
8275	2023-03-21	66	15	22:48	7:12	450900
8276	2023-03-21	8	13	13:12	5:45	460080
8277	2023-03-21	28	20	15:50	5:31	409170
8278	2023-03-21	7	4	17:02	6:28	294030
8279	2023-03-21	66	35	22:33	5:31	361560
8280	2023-03-21	32	64	13:40	6:57	379030
8281	2023-03-21	25	13	13:55	5:31	300840
8282	2023-03-21	48	50	10:48	6:14	392600
8283	2023-03-21	51	24	17:31	6:14	427700
8284	2023-03-21	49	20	10:33	6:57	464580
8285	2023-03-21	56	14	18:28	5:31	244720
8286	2023-03-21	20	8	11:16	4:48	260000
8287	2023-03-21	68	24	10:19	5:31	372370
8288	2023-03-21	69	10	23:45	6:28	360450
8289	2023-03-21	30	17	21:36	7:12	456000
8290	2023-03-21	46	29	9:50	5:16	394020
8291	2023-03-21	27	63	11:31	5:31	298310
8292	2023-03-21	51	6	19:40	4:48	349600
8293	2023-03-21	64	3	10:04	6:00	486500
8294	2023-03-21	40	13	10:04	6:43	291200
8295	2023-03-21	10	13	19:40	6:14	408980
8296	2023-03-21	16	59	11:02	6:00	373500
8297	2023-03-21	47	41	20:38	4:48	237400
8298	2023-03-21	10	24	18:28	5:16	256520
8299	2023-03-21	8	23	23:16	6:57	443990
8300	2023-03-21	28	8	16:48	5:16	253660
8301	2023-03-21	19	12	21:50	6:14	424320
8302	2023-03-21	24	60	14:38	5:02	381360
8303	2023-03-21	7	19	10:04	6:57	542300
8304	2023-03-21	66	42	18:00	4:48	376800
8305	2023-03-21	23	63	12:28	6:14	441480
8306	2023-03-21	66	58	15:07	6:43	417200
8307	2023-03-21	4	65	10:04	6:57	486620
8308	2023-03-21	32	44	18:00	7:12	382500
8309	2023-03-21	70	44	15:21	5:02	370860
8310	2023-03-21	65	36	11:31	6:00	412500
8311	2023-03-21	21	6	11:31	7:12	379500
8312	2023-03-21	53	24	9:50	7:12	591600
8313	2023-03-21	59	42	22:33	6:43	537600
8314	2023-03-21	60	49	16:48	6:57	491260
8315	2023-03-21	10	4	17:45	6:14	477100
8316	2023-03-21	40	10	10:19	5:16	316800
8317	2023-03-21	38	19	17:16	6:57	376130
8318	2023-03-21	22	29	19:55	6:57	453270
8319	2023-03-21	62	53	21:21	6:57	316390
8320	2023-03-21	20	50	10:04	6:57	486620
8321	2023-03-21	44	56	16:04	5:02	289800
8322	2023-03-21	45	58	20:52	6:43	446040
8323	2023-03-21	53	48	9:50	6:57	327410
8324	2023-03-21	18	42	23:45	6:14	510900
8325	2023-03-21	21	18	23:31	5:45	341760
8326	2023-03-21	21	36	20:52	6:00	494000
8327	2023-03-21	36	27	21:50	5:31	380650
8328	2023-03-21	52	36	18:28	5:45	352560
8329	2023-03-21	60	55	22:04	7:12	372900
8330	2023-03-21	16	4	20:24	6:43	440440
8331	2023-03-21	3	37	19:40	4:48	258800
8332	2023-03-21	16	44	13:40	6:00	388500
8333	2023-03-21	32	7	17:45	6:00	395250
8334	2023-03-21	37	14	17:02	5:31	404800
8335	2023-03-21	2	23	12:28	6:57	396140
8336	2023-03-21	19	38	15:07	6:57	368010
8337	2023-03-21	52	39	19:55	5:45	367440
8338	2023-03-21	21	69	14:38	5:31	422740
8339	2023-03-21	10	58	16:33	5:02	231000
8340	2023-03-21	49	32	16:48	6:57	464580
8341	2023-03-21	34	31	19:26	5:45	355680
8342	2023-03-21	57	39	14:24	6:43	472920
8343	2023-03-21	3	23	11:45	6:43	460600
8344	2023-03-21	21	56	11:02	6:43	490280
8345	2023-03-21	3	67	21:36	6:14	356720
8346	2023-03-21	11	6	12:00	6:14	304200
8347	2023-03-21	57	64	12:14	6:14	283920
8348	2023-03-21	11	52	21:21	6:28	348300
8349	2023-03-21	2	18	15:36	6:28	375570
8350	2023-03-21	37	2	21:21	6:28	456840
8351	2023-03-21	26	18	11:02	5:16	250800
8352	2023-03-21	22	64	19:40	6:57	349740
8353	2023-03-21	53	44	15:50	5:02	402780
8354	2023-03-21	52	58	18:14	4:48	369400
8355	2023-03-21	12	16	23:45	5:16	331540
8356	2023-03-21	38	7	19:55	6:57	568110
8357	2023-03-21	52	60	20:24	5:02	418110
8358	2023-03-21	36	38	19:40	6:00	443750
8359	2023-03-21	10	38	12:28	5:45	463680
8360	2023-03-21	46	39	15:21	6:00	409750
8361	2023-03-21	34	57	21:07	6:43	446880
8362	2023-03-21	47	36	20:24	5:45	322560
8363	2023-03-21	46	63	22:33	5:16	408320
8364	2023-03-21	12	64	12:43	5:02	220080
8365	2023-03-21	45	28	21:21	5:16	327580
8366	2023-03-21	22	28	15:50	5:31	409170
8367	2023-03-21	55	12	19:12	5:16	314820
8368	2023-03-21	58	46	18:28	5:16	367840
8369	2023-03-21	48	66	14:38	6:14	464360
8370	2023-03-21	14	56	17:16	5:31	429410
8371	2023-03-21	61	27	20:24	6:14	487500
8372	2023-03-21	53	36	21:36	6:43	488600
8373	2023-03-21	22	54	20:09	6:43	523600
8374	2023-03-21	59	8	15:36	6:28	513540
8375	2023-03-21	56	17	17:45	5:45	244320
8376	2023-03-21	39	24	23:02	7:12	439200
8377	2023-03-21	32	60	11:16	5:02	353640
8378	2023-03-21	1	68	14:52	4:48	304600
8379	2023-03-21	40	60	19:55	5:02	286230
8380	2023-03-21	16	64	16:33	6:57	479080
8381	2023-03-21	70	35	13:26	5:31	452870
8382	2023-03-21	37	3	15:50	7:12	381900
8383	2023-03-21	31	70	10:04	5:02	231000
8384	2023-03-21	53	66	14:09	6:57	535050
8385	2023-03-21	23	38	15:36	6:28	335340
8386	2023-03-21	53	59	22:33	6:57	500540
8387	2023-03-21	68	10	17:16	5:45	369360
8388	2023-03-21	24	25	22:19	6:57	336980
8389	2023-03-21	29	8	12:28	5:45	473520
8390	2023-03-21	22	52	22:04	6:57	502570
8391	2023-03-21	54	43	14:09	5:45	389760
8392	2023-03-21	49	24	17:02	6:43	303800
8393	2023-03-21	49	14	21:36	4:48	280400
8394	2023-03-21	55	51	14:24	6:28	286470
8395	2023-03-21	52	21	22:04	4:48	301000
8396	2023-03-21	37	67	15:36	6:28	375570
8397	2023-03-21	59	29	13:26	6:28	478440
8398	2023-03-21	51	60	15:36	6:14	310700
8399	2023-03-21	47	39	20:24	5:45	305040
8400	2023-03-21	10	32	23:45	4:48	287000
8401	2023-03-21	63	12	13:40	5:16	302060
8402	2023-03-21	13	2	17:31	7:12	359700
8403	2023-03-21	18	59	17:31	6:00	261750
8404	2023-03-21	2	39	13:26	5:45	251520
8405	2023-03-21	44	65	13:55	4:48	245200
8406	2023-03-21	67	32	10:04	5:16	222200
8407	2023-03-21	13	32	20:09	5:02	259350
8408	2023-03-21	67	50	16:48	7:12	386100
8409	2023-03-21	13	31	10:48	6:57	434710
8410	2023-03-21	7	61	20:09	4:48	302600
8411	2023-03-21	66	17	20:38	5:31	423890
8412	2023-03-21	13	46	23:02	5:16	273020
8413	2023-03-21	25	15	14:24	6:57	441670
8414	2023-03-21	32	12	15:07	5:16	251900
8415	2023-03-21	38	48	20:09	6:57	395270
8416	2023-03-21	12	6	10:33	7:12	318600
8417	2023-03-21	57	29	23:02	5:31	327060
8418	2023-03-21	21	31	15:21	6:28	454950
8419	2023-03-22	68	29	11:31	5:31	244720
8420	2023-03-22	27	35	19:40	5:02	379260
8421	2023-03-22	7	30	20:24	6:57	564630
8422	2023-03-22	1	26	22:33	5:31	361560
8423	2023-03-22	40	33	14:38	5:16	272580
8424	2023-03-22	67	23	15:21	5:31	269560
8425	2023-03-22	24	34	16:33	6:57	564050
8426	2023-03-22	4	49	21:21	6:28	423900
8427	2023-03-22	49	70	19:55	6:43	285600
8428	2023-03-22	21	67	22:19	6:43	368200
8429	2023-03-22	12	63	15:21	5:16	419760
8430	2023-03-22	56	33	12:28	5:31	405950
8431	2023-03-22	52	63	11:31	5:31	298310
8432	2023-03-22	1	44	18:00	4:48	326000
8433	2023-03-22	12	21	13:12	5:45	460080
8434	2023-03-22	52	22	11:02	5:31	356960
8435	2023-03-22	24	41	21:07	6:43	360920
8436	2023-03-22	65	18	19:55	5:45	299520
8437	2023-03-22	1	65	15:07	5:45	353520
8438	2023-03-22	63	70	21:36	5:31	268640
8439	2023-03-22	52	35	10:33	6:57	307400
8440	2023-03-22	38	48	11:45	5:31	296010
8441	2023-03-22	57	11	9:50	5:16	246400
8442	2023-03-22	41	20	17:45	6:00	363250
8443	2023-03-22	26	51	18:57	6:00	255750
8444	2023-03-22	62	63	13:26	6:00	283750
8445	2023-03-22	36	12	10:19	5:31	372370
8446	2023-03-22	27	67	19:26	4:48	226400
8447	2023-03-22	34	63	22:33	5:16	408320
8448	2023-03-22	26	62	16:33	6:14	283400
8449	2023-03-22	70	47	12:00	5:45	433200
8450	2023-03-22	1	42	10:04	7:12	524100
8451	2023-03-22	38	22	17:02	6:14	381420
8452	2023-03-22	10	23	12:43	5:02	384300
8453	2023-03-22	10	60	13:40	6:43	457240
8454	2023-03-22	4	41	18:00	6:00	425000
8455	2023-03-22	30	62	19:55	5:02	211890
8456	2023-03-22	7	3	10:48	4:48	267000
8457	2023-03-22	8	19	13:55	7:12	499200
8458	2023-03-22	12	16	20:38	6:28	509220
8459	2023-03-22	41	18	15:36	5:16	300520
8460	2023-03-22	22	9	11:45	6:43	390600
8461	2023-03-22	54	65	20:09	6:43	311080
8462	2023-03-22	57	33	15:50	5:16	405020
8463	2023-03-22	51	43	16:48	6:57	491260
8464	2023-03-22	58	61	14:38	5:02	296100
8465	2023-03-22	15	19	14:09	5:31	371450
8466	2023-03-22	14	69	23:31	5:45	417120
8467	2023-03-22	51	38	11:02	5:45	386400
8468	2023-03-22	56	29	12:00	6:00	326000
8469	2023-03-22	50	53	22:04	4:48	226000
8470	2023-03-22	54	10	19:12	5:16	316580
8471	2023-03-22	36	35	12:43	6:28	515160
8472	2023-03-22	38	28	13:12	7:12	325800
8473	2023-03-22	65	14	23:45	7:12	303600
8474	2023-03-22	27	32	23:45	5:16	372680
8475	2023-03-22	58	45	12:14	6:14	283920
8476	2023-03-22	68	34	21:07	6:14	500240
8477	2023-03-22	6	30	22:48	4:48	243400
8478	2023-03-22	9	36	10:19	5:31	372370
8479	2023-03-22	9	60	12:43	5:45	479520
8480	2023-03-22	53	20	11:02	5:16	286440
8481	2023-03-22	42	6	22:19	5:31	376510
8482	2023-03-22	68	26	15:07	5:31	318090
8483	2023-03-22	17	63	21:36	6:14	305500
8484	2023-03-22	1	33	13:40	5:45	395280
8485	2023-03-22	7	40	19:55	4:48	336400
8486	2023-03-22	31	7	14:09	5:31	377200
8487	2023-03-22	36	53	11:16	5:31	371450
8488	2023-03-22	20	52	9:50	5:31	358340
8489	2023-03-22	10	25	13:26	6:57	515040
8490	2023-03-22	66	11	11:31	5:45	276240
8491	2023-03-22	51	23	17:02	5:16	383900
8492	2023-03-22	63	28	11:02	6:57	557380
8493	2023-03-22	15	12	23:45	7:12	304800
8494	2023-03-22	44	7	12:28	5:45	309840
8495	2023-03-22	55	19	13:12	5:31	263580
8496	2023-03-22	6	50	16:19	5:16	363000
8497	2023-03-22	57	34	13:40	6:57	379030
8498	2023-03-22	67	4	15:50	5:02	241080
8499	2023-03-22	49	66	20:24	4:48	365000
8500	2023-03-22	59	17	19:12	7:12	387000
8501	2023-03-22	10	30	17:16	6:28	386100
8502	2023-03-22	15	14	22:04	7:12	507600
8503	2023-03-22	3	61	16:33	5:45	479520
8504	2023-03-22	68	23	14:09	5:45	293040
8505	2023-03-22	32	31	22:04	5:02	297150
8506	2023-03-22	50	59	16:33	5:02	257460
8507	2023-03-22	13	23	10:33	4:48	231400
8508	2023-03-22	16	3	12:00	6:00	271500
8509	2023-03-22	10	17	21:36	4:48	364200
8510	2023-03-22	9	59	14:09	6:00	473000
8511	2023-03-22	12	30	23:31	5:16	425040
8512	2023-03-22	14	10	15:07	6:28	531630
8513	2023-03-22	16	70	12:57	6:14	434200
8514	2023-03-22	52	23	21:07	5:31	294630
8515	2023-03-22	37	59	10:04	5:45	424080
8516	2023-03-22	51	26	20:38	5:02	222810
8517	2023-03-22	70	40	20:24	6:14	485680
8518	2023-03-22	56	37	16:04	6:43	310520
8519	2023-03-22	33	61	21:21	6:28	499230
8520	2023-03-22	44	15	11:02	5:16	293040
8521	2023-03-22	6	21	11:16	7:12	471000
8522	2023-03-22	31	69	20:24	5:02	350070
8523	2023-03-22	57	55	20:52	4:48	314200
8524	2023-03-22	69	52	17:16	4:48	262600
8525	2023-03-22	35	29	11:31	5:02	324030
8526	2023-03-22	69	51	16:48	5:45	254880
8527	2023-03-22	25	29	18:57	5:31	252540
8528	2023-03-22	57	22	14:24	5:02	310590
8529	2023-03-22	31	55	19:26	7:12	551400
8530	2023-03-22	59	22	23:02	5:16	234740
8531	2023-03-22	5	20	22:48	6:28	495990
8532	2023-03-22	12	1	22:33	6:28	299430
8533	2023-03-22	5	49	10:33	7:12	354600
8534	2023-03-22	36	3	22:04	6:00	486500
8535	2023-03-22	22	59	12:28	6:28	369090
8536	2023-03-22	21	29	17:16	7:12	360000
8537	2023-03-22	45	41	13:26	4:48	291600
8538	2023-03-22	21	54	12:43	6:28	330480
8539	2023-03-22	68	33	22:04	5:31	446430
8540	2023-03-22	44	66	23:02	5:16	257400
8541	2023-03-22	55	63	16:19	6:28	410400
8542	2023-03-22	30	13	10:48	6:14	482300
8543	2023-03-22	43	70	9:50	4:48	253600
8544	2023-03-22	13	25	16:33	6:43	513520
8545	2023-03-22	46	65	10:04	5:45	387360
8546	2023-03-22	29	60	13:26	5:31	282440
8547	2023-03-22	30	9	23:45	6:43	519960
8548	2023-03-22	48	52	13:12	5:02	395430
8549	2023-03-22	45	63	10:48	6:57	434710
8550	2023-03-22	61	26	21:36	7:12	456900
8551	2023-03-22	63	61	14:52	6:43	399280
8552	2023-03-22	26	44	21:50	7:12	548700
8553	2023-03-22	10	8	15:07	4:48	357400
8554	2023-03-22	14	23	17:45	5:31	406180
8555	2023-03-22	42	3	17:45	6:57	308270
8556	2023-03-22	20	53	22:19	6:43	522480
8557	2023-03-22	3	63	11:31	6:43	467600
8558	2023-03-22	1	41	17:02	6:57	486620
8559	2023-03-22	61	49	18:00	7:12	583800
8560	2023-03-22	59	26	21:36	5:16	376200
8561	2023-03-22	68	40	18:00	5:16	426580
8562	2023-03-22	26	63	16:33	7:12	340200
8563	2023-03-22	37	70	20:52	6:57	452980
8564	2023-03-22	10	34	22:48	5:31	409400
8565	2023-03-22	50	13	23:02	6:14	357500
8566	2023-03-22	54	53	12:00	5:31	446430
8567	2023-03-22	39	55	13:26	5:16	293040
8568	2023-03-22	36	70	19:40	6:43	330120
8569	2023-03-22	27	14	21:21	5:45	369120
8570	2023-03-22	68	54	22:33	5:02	231000
8571	2023-03-22	55	50	21:07	6:28	500850
8572	2023-03-22	43	37	13:26	5:31	288650
8573	2023-03-22	23	29	13:12	7:12	454200
8574	2023-03-22	36	41	17:31	5:31	445280
8575	2023-03-22	19	8	18:57	6:57	383960
8576	2023-03-22	27	9	18:00	5:02	270060
8577	2023-03-22	18	70	15:07	6:57	506920
8578	2023-03-22	22	26	10:19	5:45	301440
8579	2023-03-22	17	35	12:14	5:02	368550
8580	2023-03-22	38	1	12:00	5:02	225750
8581	2023-03-22	44	9	17:16	5:45	316800
8582	2023-03-22	5	37	12:14	7:12	339300
8583	2023-03-22	59	64	16:33	7:12	579600
8584	2023-03-22	26	9	22:48	6:43	469280
8585	2023-03-22	21	8	19:26	6:14	404560
8586	2023-03-22	6	70	18:14	5:02	224910
8587	2023-03-22	33	40	18:28	6:14	311480
8588	2023-03-22	34	31	17:31	5:45	471360
8589	2023-03-22	25	21	13:55	4:48	247200
8590	2023-03-22	35	14	22:48	4:48	233600
8591	2023-03-22	49	61	15:21	5:02	261660
8592	2023-03-22	52	16	15:21	6:14	390260
8593	2023-03-22	56	25	14:24	5:45	475440
8594	2023-03-22	29	39	22:48	7:12	438000
8595	2023-03-22	39	49	18:43	6:43	518840
8596	2023-03-23	27	64	18:57	6:57	358440
8597	2023-03-23	57	41	22:33	5:02	231000
8598	2023-03-23	67	50	12:28	6:00	268750
8599	2023-03-23	18	1	15:36	7:12	434400
8600	2023-03-23	63	35	18:43	5:16	345180
8601	2023-03-23	12	54	13:55	5:16	224620
8602	2023-03-23	34	45	10:48	6:57	369170
8603	2023-03-23	14	54	19:26	5:16	287540
8604	2023-03-23	57	31	18:28	7:12	401400
8605	2023-03-23	53	35	12:14	7:12	408300
8606	2023-03-23	55	33	12:43	6:28	324810
8607	2023-03-23	41	6	21:36	5:31	268640
8608	2023-03-23	32	65	9:50	5:31	280830
8609	2023-03-23	56	13	11:45	7:12	429600
8610	2023-03-23	2	36	16:19	5:45	321600
8611	2023-03-23	37	49	23:31	5:02	387660
8612	2023-03-23	69	63	10:04	6:28	368010
8613	2023-03-23	18	59	14:38	6:14	464360
8614	2023-03-23	70	22	16:33	6:28	456030
8615	2023-03-23	49	5	22:33	6:28	314280
8616	2023-03-23	42	19	23:16	6:14	274040
8617	2023-03-23	66	11	11:31	6:28	388800
8618	2023-03-23	41	23	17:45	7:12	471900
8619	2023-03-23	67	42	22:48	6:57	389180
8620	2023-03-23	41	11	22:48	6:57	529250
8621	2023-03-23	59	70	23:31	5:16	355520
8622	2023-03-23	59	12	13:12	5:16	247280
8623	2023-03-23	16	13	21:07	5:45	346080
8624	2023-03-23	32	52	23:45	4:48	287000
8625	2023-03-23	13	67	20:24	5:16	338800
8626	2023-03-23	26	11	10:19	5:31	372370
8627	2023-03-23	31	37	17:02	4:48	299200
8628	2023-03-23	8	55	13:12	5:45	447120
8629	2023-03-23	35	13	12:00	7:12	518700
8630	2023-03-23	23	35	22:04	7:12	507600
8631	2023-03-23	43	47	9:50	6:28	473580
8632	2023-03-23	14	35	14:24	5:02	241710
8633	2023-03-23	23	19	23:31	5:45	399360
8634	2023-03-23	22	17	17:31	5:16	400400
8635	2023-03-23	29	56	9:50	5:02	410970
8636	2023-03-23	52	26	22:48	5:16	410080
8637	2023-03-23	59	65	20:09	7:12	500700
8638	2023-03-23	15	59	15:21	5:16	372680
8639	2023-03-23	69	39	17:45	6:14	477100
8640	2023-03-23	38	49	11:16	6:43	492800
8641	2023-03-23	56	65	13:40	6:14	348660
8642	2023-03-23	60	9	18:00	5:16	426580
8643	2023-03-23	20	23	21:21	6:14	389480
8644	2023-03-23	53	70	18:00	6:14	283400
8645	2023-03-23	45	28	23:02	6:14	357500
8646	2023-03-23	60	24	19:12	5:16	316580
8647	2023-03-23	18	47	11:16	6:14	352820
8648	2023-03-23	2	59	10:48	4:48	336000
8649	2023-03-23	57	25	15:07	5:16	265980
8650	2023-03-23	34	54	11:45	4:48	389600
8651	2023-03-23	26	51	20:52	7:12	320400
8652	2023-03-23	23	10	20:09	5:16	402600
8653	2023-03-23	59	5	21:50	5:02	355320
8654	2023-03-23	21	62	15:21	5:31	439300
8655	2023-03-23	6	34	12:00	7:12	518700
8656	2023-03-23	12	7	20:24	5:31	361330
8657	2023-03-23	63	25	12:43	6:00	474000
8658	2023-03-23	41	20	19:26	5:31	442750
8659	2023-03-23	50	69	15:36	4:48	243200
8660	2023-03-23	13	34	17:16	6:14	290940
8661	2023-03-23	6	48	22:19	6:28	329940
8662	2023-03-23	60	6	20:38	6:28	279720
8663	2023-03-23	51	42	20:24	5:31	411240
8664	2023-03-23	12	58	20:24	5:02	350070
8665	2023-03-23	65	62	19:26	5:02	368130
8666	2023-03-23	28	40	15:50	5:16	311520
8667	2023-03-23	34	58	16:19	6:14	288860
8668	2023-03-23	66	6	17:31	6:28	273240
8669	2023-03-23	21	9	14:38	4:48	301600
8670	2023-03-23	61	34	23:31	6:43	329280
8671	2023-03-23	32	56	12:43	6:43	300160
8672	2023-03-23	45	23	21:50	4:48	239200
8673	2023-03-23	9	37	23:16	6:00	375750
8674	2023-03-23	66	50	16:04	6:28	451170
8675	2023-03-23	25	42	9:50	6:43	482720
8676	2023-03-23	64	59	21:21	6:28	385290
8677	2023-03-23	34	44	14:24	5:31	443670
8678	2023-03-23	61	54	14:09	4:48	300400
8679	2023-03-23	67	54	18:00	5:02	270060
8680	2023-03-23	36	8	17:02	6:57	352350
8681	2023-03-23	3	54	22:33	6:00	357250
8682	2023-03-23	9	68	19:12	6:28	309420
8683	2023-03-23	53	69	9:50	5:45	381840
8684	2023-03-23	52	20	13:26	7:12	316800
8685	2023-03-23	44	58	20:52	6:57	452980
8686	2023-03-23	4	68	13:40	5:02	352380
8687	2023-03-23	2	58	11:16	6:57	392660
